,Age,Children,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Phone,Multiple,StreamingTV,StreamingMovies,Tenure,MonthlyCharge,Gender_Female,Gender_Male,Gender_Nonbinary,Bandwidth_GB_Year
6252,0.09284057603269602,0.4249000692764709,0.5094469503939263,0.2289319608933795,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,0,1,0,1,0,0.8168180894704317,-0.8193954430145611,1,0,0,0.6744129608068146
4684,0.044526371186372066,2.2878840406739096,-0.30635511560641665,-0.008547804335617549,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,0,0,1,1,1,-0.9251538544383948,2.2132694003066886,1,0,0,-0.7669365816206292
1731,0.2377831905716679,-0.9723379092716081,-0.8606756043682194,0.5512987566226808,-2.3187663568448147,0.005867974104602262,-0.6258635316811727,0,1,1,1,1,-0.9378761833154935,1.6884467397136576,0,1,0,-0.6713390838896071
4742,-0.4386156772768675,-0.5065919164222484,-0.9794687744864267,0.5750458258479996,-0.6662817809861953,-1.0058516991026796,2.519179341088539,0,1,0,0,0,-1.2404531448894318,-1.2254018601749148,0,1,0,-1.1643810304939326
4521,1.5422667214224148,-0.5065919164222484,-0.04124072187881042,0.7599396313949767,0.3252089645289763,0.005867974104602262,-0.6258635316811727,0,1,1,0,1,-0.19762496724595743,-0.5857699474343318,0,1,0,-0.3505326028176177
6340,0.18946898572534393,0.8906460621258305,-0.05845652715782338,0.26838596421799604,0.986202794872424,0.005867974104602262,0.9466579047036832,0,1,0,0,1,0.43235360908284426,-0.2948192138759836,1,0,0,0.32673863088751715
576,-0.2936730627378957,-0.9723379092716081,-0.6979630872268868,-0.3895183346137276,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,0,1,1,1,0,-0.920278159879732,0.5200933701938956,1,0,0,-0.9677987944327249
5202,-0.6318724966621634,-0.04084592357288879,0.7328552348676634,1.8908793452958133,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,1,1,1,0,0,1.0291902671674302,0.1712720450569352,1,0,0,0.9186895461339889
6363,0.4793542148032877,-0.5065919164222484,-0.6854773196607951,0.10364088569038662,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,0,1,1,0,1,1.164678322793316,0.3463496933830246,0,1,0,1.2977643833933898
439,-0.4869298821231915,-0.04084592357288879,-0.2796618580948484,1.3503497815833645,-0.6662817809861953,1.0175876473118841,0.9466579047036832,0,1,1,0,1,-0.9170488437088187,0.8121049094235058,0,1,0,-0.9113676908922436
2750,1.1557530826518232,-0.5065919164222484,0.021434582904000903,-2.3328936624755894,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,0,1,0,1,1,-1.0493134197689995,1.1649762616921084,0,1,0,-1.0224471940112114
7487,1.4939525165760907,-0.04084592357288879,-1.0828022606897227,-0.5055546660101021,1.316699710044148,0.005867974104602262,0.9466579047036832,1,1,0,0,1,1.1665579267515709,0.28736869312823776,0,0,1,1.0246938688763634
5272,-1.4048997742033467,-0.5065919164222484,0.6992077083839566,-0.06469339486013531,1.6471966252158718,-1.0058516991026796,-0.6258635316811727,0,1,1,1,0,0.9948294427748331,-0.5281699134665545,0,1,0,1.112930867292953
5653,-0.8251293160474592,-0.04084592357288879,-0.36382659872185596,0.36336321913384384,0.986202794872424,-1.0058516991026796,0.9466579047036832,0,1,1,0,0,0.2805050570315848,-0.7597297815652034,1,0,0,0.3630096343874234
3999,-0.19704465304524774,0.8906460621258305,1.1176639102615753,0.0738042367235806,0.3252089645289763,0.005867974104602262,0.9466579047036832,0,1,0,1,1,-1.2162419171384593,0.8147138411795543,1,0,0,-1.1985928715908964
6033,0.09284057603269602,2.2878840406739096,-0.31449739075176614,0.132768498399507,-2.3187663568448147,-1.0058516991026796,-0.6258635316811727,0,1,0,1,1,1.3047481494361548,0.3489579265052009,0,1,0,1.5449522317472786
582,-0.9217577257401072,-0.5065919164222484,1.4575010552544758,2.428959229062294,-0.3357848658144715,1.0175876473118841,-0.6258635316811727,0,1,1,0,0,-1.2247983535987164,0.055457319040784735,0,1,0,-1.0579165214374433
9930,-0.2453588578915717,-0.9723379092716081,-0.23017377646338574,1.2235014880196997,-1.657772526501367,1.0175876473118841,0.9466579047036832,0,1,0,0,1,1.0188448815984035,-0.759808960070698,0,1,0,0.9050229540579859
7051,0.43104000995696373,0.8906460621258305,-0.7816582994439447,-0.6888724620553974,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,0,1,0,1,1,0.8823478152359736,1.6885324853775492,0,1,0,0.9635617486027009
8158,0.5759826244959356,-0.9723379092716081,-0.280522896598895,-0.12579484639335262,-0.6662817809861953,-1.0058516991026796,0.9466579047036832,1,1,0,1,1,1.1458278238606685,0.9319003580911953,0,1,0,1.3147091217510203
9896,-1.5498423887423185,-0.04084592357288879,0.8642125454965236,0.6267953915748624,1.9776935403875957,1.0175876473118841,-0.6258635316811727,1,1,1,1,1,1.2878793657431968,2.6785129834749006,0,1,0,1.436457012562302
2249,-0.2453588578915717,-0.5065919164222484,-1.1642977110284443,0.16743398671368312,0.6557058797007002,0.005867974104602262,-0.6258635316811727,0,1,1,0,0,-1.1748964541817926,-0.5274852522719837,1,0,0,-1.1080448291445641
4640,-0.970071930586431,-0.5065919164222484,-0.762388839314465,-0.11849076483076149,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,0,1,0,0,1,-1.2370126376279764,-1.2841197083379106,0,1,0,-1.3015611815361592
9485,-1.5015281838959946,-0.04084592357288879,0.6416805485612951,1.5783220493897938,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,0,1,1,1,0,1.2776152910093863,0.2870170474126589,0,1,0,1.455388237573459
4947,0.3344116002643158,-0.5065919164222484,0.47697466344992717,-1.3651257058898092,0.3252089645289763,0.005867974104602262,0.9466579047036832,0,1,1,1,0,-1.1479793152918023,0.7530943336681376,1,0,0,-1.1944283085155045
9920,0.044526371186372066,-0.9723379092716081,-0.19238205889306945,-2.0563937165801147,-0.9967786961579193,0.005867974104602262,0.9466579047036832,1,0,1,0,1,0.8675099114737659,0.28771801006424386,1,0,0,0.9304706448091759
